url,qtd,status
https://www.olx.com.br/imoveis/venda/casas/estado-mg/belo-horizonte-e-regiao/zona-oeste?rts=300,262,finished
https://www.olx.com.br/imoveis/venda/casas/estado-mg/belo-horizonte-e-regiao/zona-oeste,2187,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/barreiro?rts=301,3,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/barreiro?rts=300,2,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/barreiro,150,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/pampulha?rts=301,4,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/pampulha?rts=300,44,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/pampulha,560,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/venda-nova?rts=301,1,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/venda-nova?rts=300,7,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/venda-nova,160,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/zona-centro-sul?rts=301,2,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/zona-centro-sul?rts=300,14,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/zona-centro-sul,629,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/zona-leste?rts=301,5,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/zona-leste?rts=300,2,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/zona-leste,211,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/zona-nordeste?rts=301,4,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/zona-nordeste?rts=300,1,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/zona-nordeste,183,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/zona-noroeste?rts=300,7,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/zona-noroeste,314,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/zona-norte?rts=301,2,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/zona-norte?rts=300,11,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/zona-norte,124,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/zona-oeste?rts=301,4,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/zona-oeste?rts=300,12,finished
https://www.olx.com.br/imoveis/aluguel/casas/estado-mg/belo-horizonte-e-regiao/zona-oeste,235,finished
